date,firm,region,LPC,CPC,NDP,BQ,GPC,PPC,sample_size
2026-04-25,Liaison,ON,58.0,33.0,12.0,,3.0,2.0,
2026-04-24,Nanos,ON,52.0,36.0,6.0,,2.0,1.0,
2026-04-22,Abacus,ON,50.0,38.0,8.0,,3.0,1.0,
2026-04-20,Angus Reid,ON,46.0,37.0,13.0,,3.0,,
2026-04-18,Liaison,ON,50.0,34.0,10.0,,3.0,1.0,
2026-04-17,Nanos,ON,54.0,32.0,9.0,,2.0,2.0,
2026-04-11,Liaison,ON,51.0,34.0,11.0,,2.0,2.0,
2026-04-10,Nanos,ON,53.0,31.0,12.0,,2.0,2.0,
2026-04-08,Spark,ON,50.0,33.0,9.0,,,,
2026-04-08,Abacus,ON,49.0,39.0,7.0,,2.0,1.0,
2026-04-07,Ipsos,ON,52.0,32.0,9.0,,3.0,4.0,
2026-04-04,Liaison,ON,51.0,34.0,10.0,,1.0,2.0,
2026-04-03,Nanos,ON,49.0,31.0,14.0,,3.0,3.0,
2026-03-30,Leger,ON,54.0,34.0,7.0,,4.0,,
2026-03-28,Liaison,ON,50.0,34.0,10.0,,3.0,2.0,
2026-03-27,Nanos,ON,49.0,34.0,12.0,,3.0,3.0,
2026-03-26,Spark,ON,47.0,33.0,13.0,,,,
2026-03-24,Abacus,ON,47.0,40.0,9.0,,2.0,1.0,
2026-03-21,Liaison,ON,49.0,33.0,11.0,,3.0,1.0,
2026-03-20,Nanos,ON,46.0,37.0,13.0,,2.0,1.0,
2026-03-17,Angus Reid,ON,49.0,38.0,9.0,,2.0,,
2026-03-15,EKOS,ON,47.0,31.0,16.0,,3.0,2.0,
2026-03-14,Liaison,ON,48.0,32.0,10.0,,3.0,4.0,
2026-03-13,Nanos,ON,46.0,39.0,11.0,,3.0,1.0,
2026-03-11,Abacus,ON,51.0,36.0,8.0,,2.0,2.0,
2026-03-07,Liaison,ON,47.0,30.0,12.0,,3.0,5.0,
2026-03-06,Spark,ON,47.0,35.0,10.0,,,,
2026-03-06,Nanos,ON,47.0,40.0,10.0,,2.0,,
2026-03-02,Leger,ON,52.0,36.0,4.0,,5.0,,
2026-02-28,Liaison,ON,47.0,33.0,12.0,,3.0,3.0,
2026-02-27,Nanos,ON,46.0,40.0,11.0,,2.0,1.0,
2026-02-26,Ipsos,ON,46.0,41.0,8.0,,4.0,,
2026-02-24,Pollara,ON,47.0,38.0,10.0,,,,
2026-02-23,Angus Reid,ON,48.0,36.0,10.0,,5.0,,
2026-02-23,Abacus,ON,48.0,39.0,8.0,,2.0,2.0,
2026-02-21,Liaison,ON,48.0,33.0,11.0,,3.0,3.0,
2026-02-20,Nanos,ON,46.0,40.0,9.0,,4.0,1.0,
2026-02-14,Liaison,ON,47.0,34.0,12.0,,3.0,4.0,
2026-02-13,Nanos,ON,46.0,41.0,10.0,,2.0,2.0,
2026-02-10,Abacus,ON,48.0,39.0,8.0,,4.0,2.0,
2026-02-07,Liaison,ON,47.0,35.0,11.0,,3.0,4.0,
2026-02-06,Research Co,ON,46.0,38.0,8.0,,3.0,3.0,
2026-02-06,Nanos,ON,46.0,41.0,8.0,,3.0,2.0,
2026-01-31,Liaison,ON,48.0,35.0,11.0,,1.0,3.0,
2026-01-30,EKOS,ON,51.0,29.0,15.0,,4.0,1.0,
2026-01-30,Nanos,ON,49.0,42.0,6.0,,2.0,2.0,
2026-01-27,Abacus,ON,46.0,41.0,8.0,,3.0,2.0,
2026-01-26,Angus Reid,ON,49.0,39.0,9.0,,2.0,1.0,
2026-01-26,Leger,ON,51.0,40.0,6.0,,2.0,,
2026-01-24,Liaison,ON,48.0,35.0,12.0,,1.0,2.0,
2026-01-23,Nanos,ON,45.0,44.0,6.0,,3.0,2.0,
2026-01-17,Liaison,ON,47.0,36.0,13.0,,1.0,2.0,
2026-01-16,Nanos,ON,45.0,42.0,7.0,,3.0,3.0,
2026-01-16,Abacus,ON,44.0,40.0,8.0,,4.0,3.0,
2026-01-14,Abacus,ON,44.0,43.0,8.0,,2.0,1.0,
2026-01-12,Pallas,ON,44.0,40.0,11.0,,3.0,,
2026-01-10,Liaison,ON,44.0,37.0,14.0,,2.0,2.0,
2026-01-09,Nanos,ON,44.0,42.0,8.0,,3.0,2.0,
2026-01-03,Liaison,ON,42.0,38.0,11.0,,4.0,2.0,
2026-01-02,Nanos,ON,40.0,42.0,9.0,,4.0,2.0,
2025-12-28,Liaison,ON,45.0,37.0,11.0,,3.0,1.0,
2025-12-26,Nanos,ON,40.0,39.0,11.0,,4.0,2.0,
2025-12-21,Liaison,ON,43.0,38.0,13.0,,2.0,1.0,
2025-12-19,Nanos,ON,39.0,38.0,12.0,,5.0,,
2025-12-15,Ipsos,ON,42.0,42.0,10.0,,3.0,3.0,
2025-12-15,Pallas,ON,47.0,41.0,9.0,,4.0,,
2025-12-15,Campaign,ON,46.0,38.0,8.0,,3.0,4.0,
2025-12-14,Innovative,ON,44.0,42.0,10.0,,4.0,,
2025-12-12,Nanos,ON,45.0,36.0,9.0,,6.0,,
2025-12-09,Abacus,ON,45.0,44.0,7.0,,2.0,1.0,
2025-12-05,Nanos,ON,47.0,37.0,6.0,,7.0,,
2025-12-01,Angus Reid,ON,48.0,39.0,9.0,,2.0,1.0,
2025-12-01,Abacus,ON,45.0,44.0,7.0,,3.0,1.0,
2025-12-01,Innovative,ON,45.0,40.0,9.0,,4.0,,
2025-11-30,Liaison,ON,45.0,35.0,13.0,,3.0,3.0,
2025-11-30,Leger,ON,48.0,35.0,9.0,,5.0,,
2025-11-28,Nanos,ON,48.0,41.0,6.0,,5.0,,
2025-11-27,Abacus,ON,46.0,43.0,8.0,,2.0,1.0,
2025-11-21,Nanos,ON,49.0,41.0,6.0,,5.0,,
2025-11-14,Nanos,ON,45.0,42.0,9.0,,4.0,,
2025-11-11,EKOS,ON,45.0,40.0,10.0,,2.0,2.0,
2025-11-08,Liaison,ON,49.0,35.0,10.0,,3.0,1.0,
2025-11-07,Nanos,ON,47.0,39.0,9.0,,3.0,1.0,
2025-11-07,North Poll,ON,42.0,44.0,9.0,,3.0,2.0,
2025-11-07,Angus Reid,ON,46.0,39.0,9.0,,4.0,1.0,
2025-11-06,Abacus,ON,44.0,43.0,8.0,,3.0,2.0,
2025-11-04,EKOS,ON,44.0,37.0,11.0,,4.0,3.0,
2025-11-03,Liaison,ON,43.0,38.0,12.0,,3.0,2.0,
2025-11-02,Leger,ON,48.0,42.0,6.0,,3.0,,
2025-10-31,Nanos,ON,45.0,40.0,11.0,,2.0,2.0,
2025-10-29,Abacus,ON,44.0,44.0,8.0,,3.0,1.0,
2025-10-27,Innovative,ON,43.0,43.0,9.0,,4.0,,
2025-10-24,EKOS,ON,49.0,33.0,12.0,,3.0,2.0,
2025-10-24,Nanos,ON,43.0,39.0,14.0,,2.0,2.0,
2025-10-17,Nanos,ON,43.0,40.0,12.0,,3.0,2.0,
2025-10-16,Pallas,ON,45.0,38.0,11.0,,4.0,,
2025-10-15,Abacus,ON,44.0,43.0,8.0,,3.0,1.0,
2025-10-10,Nanos,ON,39.0,41.0,11.0,,5.0,3.0,
2025-10-05,Leger,ON,48.0,39.0,9.0,,3.0,,
2025-10-03,Nanos,ON,40.0,41.0,10.0,,6.0,1.0,
2025-10-01,Abacus,ON,45.0,42.0,7.0,,3.0,2.0,
2025-09-26,Nanos,ON,44.0,38.0,9.0,,6.0,2.0,
2025-09-22,Angus Reid,ON,44.0,42.0,10.0,,3.0,1.0,
2025-09-21,Liaison,ON,47.0,38.0,10.0,,2.0,1.0,
2025-09-19,Nanos,ON,43.0,37.0,10.0,,5.0,3.0,
2025-09-18,Mainstreet,ON,48.0,41.0,6.0,,2.0,2.0,
2025-09-17,Abacus,ON,45.0,43.0,6.0,,3.0,2.0,
2025-09-12,Research Co,ON,48.0,39.0,7.0,,4.0,2.0,
2025-09-12,Nanos,ON,46.0,35.0,14.0,,2.0,2.0,
2025-09-12,EKOS,ON,48.0,34.0,12.0,,4.0,3.0,
2025-09-08,Ipsos,ON,46.0,42.0,5.0,,3.0,3.0,
2025-09-07,Leger,ON,49.0,42.0,6.0,,3.0,,
2025-09-05,Nanos,ON,45.0,35.0,13.0,,4.0,2.0,
2025-09-04,Angus Reid,ON,43.0,43.0,10.0,,3.0,1.0,
2025-09-02,Abacus,ON,47.0,43.0,5.0,,2.0,2.0,
2025-09-01,Mainstreet,ON,46.0,38.0,9.0,,2.0,3.0,
2025-08-29,Nanos,ON,47.0,35.0,12.0,,4.0,2.0,
2025-08-27,Liaison,ON,47.0,36.0,11.0,,3.0,3.0,
2025-08-22,Nanos,ON,49.0,33.0,11.0,,4.0,2.0,
2025-08-19,Abacus,ON,46.0,44.0,8.0,,2.0,1.0,
2025-08-15,Nanos,ON,51.0,31.0,10.0,,4.0,2.0,
2025-08-08,Nanos,ON,54.0,28.0,11.0,,3.0,3.0,
2025-08-08,Liaison,ON,47.0,36.0,12.0,,3.0,1.0,
2025-08-07,Abacus,ON,48.0,41.0,7.0,,3.0,1.0,
2025-08-04,Leger,ON,52.0,39.0,5.0,,3.0,,
2025-08-01,Pallas,ON,47.0,41.0,6.0,,2.0,,
2025-08-01,Nanos,ON,52.0,29.0,13.0,,2.0,3.0,
2025-07-28,Innovative,ON,45.0,42.0,8.0,,4.0,,
2025-07-25,Nanos,ON,51.0,32.0,11.0,,3.0,3.0,
2025-07-15,Abacus,ON,46.0,43.0,7.0,,3.0,,
2025-07-14,EKOS,ON,50.0,30.0,12.0,,4.0,4.0,
2025-07-11,Nanos,ON,50.0,36.0,8.0,,3.0,3.0,
2025-07-04,Nanos,ON,47.0,38.0,9.0,,4.0,2.0,
2025-07-04,Leger,ON,53.0,37.0,5.0,,3.0,,
2025-07-02,Abacus,ON,44.0,43.0,8.0,,3.0,2.0,
2025-07-02,Research Co,ON,53.0,41.0,4.0,,1.0,,
2025-06-30,Innovative,ON,46.0,41.0,8.0,,3.0,,
2025-06-27,Nanos,ON,48.0,39.0,9.0,,2.0,2.0,
2025-06-20,Nanos,ON,46.0,40.0,9.0,,2.0,1.0,
2025-06-19,Abacus,ON,48.0,41.0,6.0,,2.0,2.0,
2025-06-13,Nanos,ON,43.0,42.0,11.0,,3.0,1.0,
2025-06-06,Nanos,ON,44.0,43.0,10.0,,2.0,1.0,
2025-06-05,Abacus,ON,47.0,41.0,7.0,,2.0,2.0,
2025-05-30,Nanos,ON,42.0,45.0,10.0,,2.0,1.0,
2025-05-30,Spark,ON,45.0,43.0,7.0,,,,
2025-05-25,Leger,ON,54.0,37.0,5.0,,3.0,,
2025-05-23,Nanos,ON,42.0,46.0,7.0,,3.0,1.0,
2025-05-22,Innovative,ON,47.0,40.0,8.0,,3.0,,
2025-05-21,Abacus,ON,47.0,41.0,7.0,,2.0,2.0,
2025-05-16,Nanos,ON,44.0,45.0,5.0,,4.0,2.0,
2025-05-07,Nanos,ON,44.0,44.0,6.0,,4.0,2.0,
2026-04-25,Liaison,QC,45.0,21.0,6.0,26.0,2.0,,
2026-04-24,Nanos,QC,44.0,14.0,12.0,23.0,5.0,1.0,
2026-04-22,Abacus,QC,43.0,19.0,4.0,30.0,2.0,,
2026-04-20,Leger,QC,47.0,17.0,5.0,29.0,2.0,,
2026-04-20,Angus Reid,QC,42.0,18.0,8.0,28.0,2.0,,
2026-04-18,Liaison,QC,41.0,19.0,10.0,26.0,2.0,1.0,
2026-04-17,Nanos,QC,44.0,18.0,12.0,22.0,4.0,1.0,
2026-04-11,Liaison,QC,36.0,18.0,10.0,30.0,3.0,3.0,
2026-04-10,Nanos,QC,46.0,20.0,7.0,22.0,3.0,1.0,
2026-04-08,Spark,QC,44.0,21.0,4.0,24.0,,,
2026-04-08,Abacus,QC,44.0,24.0,3.0,27.0,2.0,,
2026-04-07,Ipsos,QC,42.0,22.0,3.0,29.0,,2.0,
2026-04-04,Liaison,QC,39.0,20.0,8.0,28.0,3.0,1.0,
2026-04-03,Nanos,QC,49.0,18.0,7.0,22.0,4.0,,
2026-03-30,Leger,QC,46.0,15.0,5.0,31.0,2.0,,
2026-03-28,Liaison,QC,42.0,18.0,8.0,28.0,1.0,1.0,
2026-03-27,Nanos,QC,53.0,20.0,3.0,21.0,2.0,,
2026-03-26,Spark,QC,41.0,20.0,5.0,25.0,,,
2026-03-24,Abacus,QC,41.0,22.0,4.0,28.0,3.0,1.0,
2026-03-21,Liaison,QC,41.0,17.0,5.0,29.0,3.0,2.0,
2026-03-20,Nanos,QC,55.0,18.0,4.0,20.0,2.0,,
2026-03-17,Angus Reid,QC,43.0,17.0,6.0,30.0,2.0,,
2026-03-15,EKOS,QC,49.0,11.0,14.0,19.0,6.0,,
2026-03-14,Liaison,QC,40.0,18.0,6.0,28.0,4.0,2.0,
2026-03-13,Nanos,QC,55.0,19.0,4.0,19.0,2.0,,
2026-03-11,Abacus,QC,45.0,18.0,2.0,31.0,3.0,,
2026-03-07,Liaison,QC,41.0,18.0,6.0,28.0,3.0,2.0,
2026-03-06,Spark,QC,47.0,20.0,5.0,20.0,,,
2026-03-06,Nanos,QC,51.0,20.0,4.0,21.0,1.0,,
2026-03-02,Leger,QC,48.0,20.0,4.0,25.0,1.0,,
2026-02-28,Liaison,QC,40.0,20.0,6.0,28.0,3.0,,
2026-02-27,Nanos,QC,45.0,22.0,7.0,20.0,3.0,,
2026-02-26,Ipsos,QC,45.0,19.0,3.0,31.0,1.0,1.0,
2026-02-24,Pollara,QC,45.0,17.0,3.0,32.0,,,
2026-02-23,Angus Reid,QC,41.0,14.0,11.0,30.0,3.0,,
2026-02-23,Abacus,QC,43.0,22.0,3.0,28.0,3.0,1.0,
2026-02-21,Liaison,QC,43.0,19.0,6.0,28.0,2.0,,
2026-02-20,Nanos,QC,36.0,22.0,8.0,30.0,3.0,,
2026-02-14,Liaison,QC,41.0,20.0,7.0,28.0,2.0,,
2026-02-13,Nanos,QC,31.0,23.0,9.0,33.0,2.0,,
2026-02-10,Abacus,QC,46.0,19.0,6.0,27.0,1.0,,
2026-02-07,Liaison,QC,39.0,21.0,7.0,30.0,2.0,,
2026-02-06,Research Co,QC,43.0,17.0,5.0,29.0,2.0,3.0,
2026-02-06,Nanos,QC,34.0,20.0,9.0,35.0,2.0,,
2026-01-31,Liaison,QC,38.0,20.0,6.0,33.0,2.0,,
2026-01-30,EKOS,QC,40.0,19.0,10.0,24.0,3.0,1.0,
2026-01-30,Nanos,QC,33.0,19.0,8.0,36.0,3.0,,
2026-01-27,Abacus,QC,41.0,24.0,4.0,27.0,2.0,1.0,
2026-01-26,Angus Reid,QC,40.0,20.0,7.0,30.0,1.0,1.0,
2026-01-26,Leger,QC,46.0,22.0,3.0,26.0,2.0,,
2026-01-24,Liaison,QC,35.0,18.0,6.0,37.0,3.0,,
2026-01-23,Nanos,QC,37.0,18.0,8.0,33.0,3.0,1.0,
2026-01-17,Liaison,QC,36.0,18.0,7.0,35.0,3.0,,
2026-01-16,Nanos,QC,35.0,19.0,10.0,31.0,6.0,1.0,
2026-01-16,Abacus,QC,38.0,24.0,1.0,32.0,1.0,1.0,
2026-01-14,Abacus,QC,37.0,26.0,2.0,31.0,3.0,1.0,
2026-01-12,Pallas,QC,39.0,21.0,5.0,30.0,4.0,,
2026-01-10,Liaison,QC,36.0,18.0,7.0,35.0,3.0,,
2026-01-09,Nanos,QC,35.0,18.0,9.0,31.0,5.0,2.0,
2026-01-03,Liaison,QC,37.0,21.0,9.0,31.0,2.0,,
2026-01-02,Nanos,QC,34.0,18.0,9.0,31.0,3.0,2.0,
